cust_id,acct_nbr_x,credit_limit,credit_rating,account_active_x,acct_start_date_x,acct_end_date_x,starting_balance_x,ending_balance_x,average_transaction_time_x,CA,CG,FA,IQ_x,PM,tran_amt_x,principal_amt_x,interest_amt_x,new_balance_x,avg_days_btwn_trans_x,acct_nbr_y,minimum_balance_x,per_check_fee,account_active_y,acct_start_date_y,acct_end_date_y,starting_balance_y,ending_balance_y,average_transaction_time_y,DP,FK,FM,FP,FU,IN,IQ_y,TR,WD,tran_amt_y,principal_amt_y,interest_amt_y,new_balance_y,avg_days_btwn_trans_y,acct_nbr,minimum_balance_y,acct_type,account_active,acct_start_date,acct_end_date,starting_balance,ending_balance
1362808,4561143213628080.0,1600.0,0.0,1.0,1995-12-23,,0.0,1600.0,14:48,0.0,7.0,0.0,6.0,0.0,-1600.0,-1600.0,0.0,-1600.0,0.5833333333333334,13628082.0,3000.0,0.0,0.0,1993-12-12,1995-02-15,4076.5,1724.92,14:48,19.0,0.0,0.0,0.0,0.0,0.0,21.0,5.0,54.0,-2351.58,-2351.58,0.0,2030.65,0.0714285714285714,,,,,,,,
1363197,4561143213631970.0,3000.0,0.0,1.0,1993-10-10,,132.93,645.09,17:31,0.0,35.0,0.0,3.0,12.0,-489.31000000000006,-512.1600000000001,22.85,-645.09,7.163265306122449,13631972.0,3000.0,0.0,1.0,1993-10-10,,2696.67,158.09,17:31,12.0,0.0,0.0,11.0,0.0,9.0,18.0,7.0,42.0,-2538.49,-2544.37,5.88,158.09,3.5306122448979598,13631973.0,100.0,BS  ,Y ,1993-10-10,,100.91,347.2
1363399,4561143213633990.0,1000.0,0.0,1.0,1994-08-13,,428.31,0.0,13:06,0.0,0.0,0.0,0.0,5.0,439.87,428.31,11.83,0.0,30.0,13633992.0,100.0,0.15,1.0,1995-11-20,,1268.66,548.29,13:06,13.0,23.0,0.0,1.0,0.0,0.0,18.0,10.0,34.0,-720.3699999999999,-720.3699999999999,0.0,578.9,0.2448979591836734,,,,,,,,
1363462,4561143213634620.0,3000.0,0.0,1.0,1991-10-22,,2822.43,3000.0,23:59,7.0,17.0,0.0,6.0,12.0,200.41,-177.57,378.61,-3000.0,8.682926829268293,13634622.0,3000.0,0.0,1.0,1991-10-22,,2504.19,2421.03,23:59,0.0,0.0,0.0,12.0,0.0,12.0,0.0,0.0,0.0,-78.57000000000001,-120.0,41.43,2421.03,14.521739130434783,13634623.0,100.0,BS  ,Y ,1991-10-22,,299.07,2034.99
1362991,4561143213629910.0,3200.0,0.0,1.0,1988-11-24,,643.2,1343.81,16:10,8.0,38.0,0.0,6.0,12.0,-661.2699999999999,-700.61,39.7,-1343.81,5.761904761904762,13629912.0,100.0,0.15,1.0,1993-06-01,,177.38,77.44,16:10,14.0,25.0,0.0,2.0,0.0,0.0,21.0,9.0,28.0,-99.93999999999994,-99.93999999999994,0.0,77.44,1.7653061224489797,13629913.0,100.0,BS  ,Y ,1991-12-16,,154.65,369.81
1363054,4561143213630540.0,1000.0,0.0,1.0,1994-12-08,,875.7,917.3,15:32,4.0,38.0,0.0,3.0,12.0,3.789999999999793,-41.60000000000019,46.11,-917.3,6.482142857142857,13630542.0,3000.0,0.0,1.0,1992-04-07,,2738.75,50.67,15:32,16.0,0.0,0.0,4.0,4.0,4.0,17.0,9.0,45.0,-2688.08,-2692.19,4.11,50.67,1.3571428571428572,,,,,,,,
1362644,4561143213626440.0,1000.0,0.0,1.0,1991-07-06,,224.15,463.65,14:58,0.0,9.0,0.0,0.0,12.0,-227.09,-239.41,12.77,-463.65,17.75,13626442.0,100.0,0.15,1.0,1991-06-05,,312.72,382.47,14:58,8.0,6.0,0.0,1.0,1.0,0.0,5.0,5.0,10.0,69.74999999999994,69.74999999999994,0.0,382.47,9.914285714285716,13626443.0,100.0,BS  ,Y ,1995-06-10,,130.48,132.42
1362850,4561143213628500.0,1000.0,0.0,1.0,1991-07-18,,245.09,37.88,20:16,0.0,9.0,0.0,0.0,12.0,229.39000000000004,207.2100000000001,22.18,-37.88,16.8,13628502.0,3000.0,0.0,1.0,1995-10-30,,2682.82,1179.4,20:16,4.0,0.0,0.0,12.0,0.0,12.0,5.0,5.0,14.0,-1502.79,-1540.51,37.72,1187.93,6.549019607843137,13628503.0,100.0,BS  ,Y ,1991-07-29,,118.45,120.25
1363113,4561143213631130.0,4500.0,0.0,1.0,1995-09-04,,0.0,660.4,,0.0,14.0,0.0,0.0,3.0,-660.3999999999999,-660.3999999999999,0.0,-660.4,6.75,,,,,,,,,,,,,,,,,,,,,,,,13631133.0,500.0,MM  ,Y ,1995-12-05,,1205.12,1241.78
1362911,4561143213629110.0,2200.0,0.0,0.0,1992-05-21,1995-12-23,1328.83,67.61,13:34,1.0,35.0,1.0,2.0,12.0,1507.4499999999998,1261.2199999999998,246.23,-20.0,7.12,13629112.0,100.0,0.15,1.0,1992-05-26,,225.66,43.24,13:34,14.0,26.0,0.0,2.0,1.0,0.0,15.0,5.0,36.0,-182.42,-182.42,0.0,43.24,0.6530612244897959,,,,,,,,
1362705,4561143213627050.0,1400.0,0.0,1.0,1995-02-01,,0.0,413.11,16:09,5.0,35.0,0.0,3.0,10.0,-413.1100000000001,-413.1100000000001,0.0,-413.11,6.057692307692308,13627052.0,3000.0,0.0,1.0,1995-02-16,,3482.11,81.14,16:09,20.0,0.0,0.0,2.0,0.0,5.0,17.0,10.0,45.0,-3400.9700000000003,-3415.86,14.89,81.14,1.3673469387755102,13627053.0,100.0,BS  ,Y ,1995-12-02,,221.12,1415.16
1362625,4561143213626250.0,4500.0,0.0,1.0,1989-01-03,,3191.36,735.29,19:54,0.0,28.0,0.0,0.0,12.0,2533.23,2456.07,78.24,-735.29,9.0,13626252.0,200.0,0.15,0.0,1990-06-29,1995-05-05,489.23,533.18,19:54,4.0,3.0,4.0,1.0,0.0,3.0,3.0,2.0,3.0,43.94999999999997,42.99000000000001,0.96,533.18,5.363636363636363,,,,,,,,
1362501,4561143213625010.0,3300.0,0.0,1.0,1993-11-03,,3232.19,47.2,17:10,0.0,0.0,0.0,0.0,12.0,3343.76,3185.62,159.4,-47.2,30.63636363636364,13625012.0,100.0,0.15,1.0,1987-01-13,,356.4,1.8,17:10,10.0,22.0,0.0,3.0,0.0,0.0,10.0,7.0,25.0,-354.6,-354.6,0.0,1.8,4.697368421052632,,,,,,,,
1363216,4561143213632160.0,1000.0,0.0,1.0,1992-07-15,,428.71,1000.0,14:46,3.0,19.0,0.0,9.0,12.0,-432.37,-571.29,139.28,-1000.0,8.571428571428571,13632162.0,200.0,0.15,1.0,1993-12-31,,2272.32,1015.46,14:46,15.0,29.0,0.0,0.0,0.0,0.0,13.0,8.0,34.0,-1256.86,-1256.86,0.0,480.45,0.2142857142857142,13632163.0,100.0,BS  ,Y ,1995-08-13,,136.52,105.54
1362562,4561143213625620.0,9500.0,0.0,1.0,1995-11-04,,0.0,9500.0,16:55,3.0,21.0,0.0,2.0,1.0,-9500.0,-9500.0,0.0,-9500.0,2.0384615384615383,13625622.0,3000.0,0.0,1.0,1995-11-17,,7997.57,5521.65,16:55,16.0,0.0,0.0,0.0,0.0,10.0,21.0,12.0,40.0,-2473.039999999999,-2576.449999999999,103.41,5521.65,3.0408163265306123,13625623.0,100.0,BS  ,Y ,1995-06-23,,391.96,3864.77
1362930,4561143213629300.0,1000.0,0.0,1.0,1993-07-28,,1013.46,0.0,,0.0,0.0,0.0,0.0,3.0,1029.53,1013.46,16.07,0.0,30.5,,,,,,,,,,,,,,,,,,,,,,,,13629303.0,100.0,BS  ,Y ,1993-07-28,,204.4,800.42
1363296,4561143213632960.0,3000.0,0.0,1.0,1991-06-28,,520.97,1001.67,14:28,6.0,75.0,0.0,5.0,12.0,-425.3,-480.6999999999999,55.67,-1001.67,3.711340206185567,13632962.0,3000.0,0.0,1.0,1991-06-28,,2505.07,1.55,14:28,17.0,0.0,0.0,2.0,0.0,2.0,25.0,9.0,44.0,-2503.52,-2503.9500000000003,0.43,1.55,0.673469387755102,13632963.0,100.0,BS  ,Y ,1991-06-28,,2285.95,2505.34
1362726,4561143213627260.0,3000.0,0.0,1.0,1993-11-28,,1836.21,918.66,14:01,1.0,28.0,0.0,3.0,12.0,971.21,917.55,53.66,-918.66,8.255813953488373,13627262.0,100.0,0.15,1.0,1995-04-18,,180.28,13.37,14:01,10.0,25.0,0.0,0.0,8.0,0.0,15.0,7.0,34.0,-166.91000000000005,-166.91000000000005,0.0,13.52,0.4897959183673469,,,,,,,,
1362949,4561143213629490.0,3000.0,0.0,1.0,1994-08-03,,1982.74,3000.0,15:21,1.0,28.0,0.0,4.0,12.0,-708.8,-1017.26,309.18,-3000.0,7.909090909090909,13629492.0,3000.0,0.0,1.0,1994-08-03,,2677.39,14.7,15:21,13.0,0.0,0.0,7.0,4.0,6.0,25.0,10.0,34.0,-2663.32,-2668.85,5.53,14.7,2.438775510204082,13629493.0,100.0,BS  ,Y ,1994-08-03,,102.63,389.24
1363195,4561143213631950.0,1000.0,0.0,1.0,1995-11-14,,0.0,1000.0,15:43,1.0,13.0,0.0,4.0,1.0,-1000.0,-1000.0,0.0,-1000.0,1.7777777777777777,13631952.0,100.0,0.15,1.0,1993-07-04,,136.24,579.16,15:43,18.0,26.0,0.0,0.0,0.0,0.0,19.0,5.0,31.0,442.92,442.92,0.0,579.16,0.6632653061224489,13631953.0,100.0,BS  ,Y ,1993-09-24,,291.56,764.77
1362541,4561143213625410.0,3400.0,10.0,1.0,1995-03-10,,0.0,2093.96,,19.0,0.0,0.0,24.0,5.0,-2046.66,-2093.96,47.3,-2093.96,5.723404255319149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363317,4561143213633170.0,1000.0,0.0,1.0,1989-04-15,,1046.09,307.6,14:26,1.0,21.0,0.0,2.0,8.0,753.22,738.49,14.73,-307.6,11.64516129032258,13633172.0,100.0,0.15,1.0,1991-05-16,,280.79,269.76,14:26,12.0,14.0,0.0,6.0,0.0,0.0,19.0,2.0,20.0,-11.030000000000058,-11.030000000000058,0.0,269.76,5.027777777777778,13633173.0,100.0,BS  ,Y ,1988-12-26,,183.77,186.53
1363010,4561143213630100.0,1000.0,0.0,1.0,1992-09-09,,29.12,648.51,15:22,5.0,25.0,0.0,2.0,12.0,-588.02,-619.39,31.73,-648.51,8.209302325581396,13630102.0,100.0,0.15,1.0,1992-09-09,,149.83,1574.39,15:22,18.0,28.0,0.0,2.0,1.0,0.0,12.0,5.0,33.0,1424.56,1424.56,0.0,1574.39,1.3571428571428572,13630103.0,100.0,BS  ,Y ,1992-09-09,,226.58,883.63
1362909,4561143213629090.0,4900.0,0.0,1.0,1994-10-14,,4000.22,54.09,,0.0,0.0,0.0,0.0,12.0,4151.93,3946.13,205.08,-54.09,30.09090909090909,,,,,,,,,,,,,,,,,,,,,,,,13629093.0,100.0,BS  ,Y ,1993-05-30,,1132.28,1149.38
1362806,4561143213628060.0,5900.0,0.0,1.0,1994-11-27,,214.46,1541.64,12:45,10.0,45.0,0.0,2.0,12.0,-1273.03,-1327.18,54.6,-1541.64,5.294117647058823,13628062.0,100.0,0.15,1.0,1993-11-22,,218.47,2561.24,12:45,18.0,25.0,0.0,0.0,1.0,0.0,10.0,14.0,31.0,2342.77,2342.77,0.0,2561.24,0.4897959183673469,13628063.0,500.0,MM  ,Y ,1995-12-10,,1430.22,284.58
1362766,4561143213627660.0,5100.0,0.0,0.0,1990-06-24,1995-12-05,4999.67,20.0,15:28,4.0,25.0,1.0,5.0,12.0,5630.96,4979.67,651.29,-20.0,7.326086956521739,13627662.0,200.0,0.15,1.0,1995-09-14,,11266.7,4359.83,15:28,12.0,26.0,0.0,0.0,1.0,8.0,11.0,9.0,32.0,-6906.15,-7020.03,113.88,4359.98,2.3877551020408165,13627663.0,100.0,BS  ,Y ,1990-11-29,,11352.93,22432.78
1363275,4561143213632750.0,1000.0,0.0,1.0,1994-12-22,,408.78,805.19,14:43,4.0,42.0,0.0,2.0,12.0,-326.77000000000004,-396.41,69.64,-805.19,5.898305084745763,13632752.0,100.0,0.15,1.0,1994-03-02,,229.67,46.55,14:43,11.0,22.0,0.0,0.0,8.0,0.0,18.0,10.0,30.0,-183.12000000000003,-183.12000000000003,0.0,46.55,0.3571428571428571,,,,,,,,
1362888,4561143213628880.0,14100.0,0.0,1.0,1994-01-02,,11394.66,6454.87,13:57,9.0,82.0,0.0,6.0,12.0,5381.130000000001,4939.790000000001,441.34,-6454.87,3.361111111111111,13628882.0,100.0,0.15,1.0,1995-01-04,,3443.99,4139.88,13:57,18.0,17.0,0.0,0.0,3.0,0.0,21.0,12.0,28.0,695.8899999999999,695.8899999999999,0.0,4439.88,0.3571428571428571,,,,,,,,
1362663,4561143213626630.0,4400.0,0.0,1.0,1991-11-04,,1828.87,4400.0,14:24,3.0,33.0,0.0,3.0,12.0,-2152.75,-2571.13,418.38,-4400.0,7.08,13626632.0,100.0,0.15,1.0,1992-10-21,,246.42,92.92,14:24,13.0,23.0,0.0,6.0,0.0,0.0,14.0,9.0,34.0,-153.50000000000026,-153.50000000000026,0.0,92.92,2.591836734693877,,,,,,,,
1362480,4561143213624800.0,2500.0,0.0,0.0,1992-12-23,1995-12-15,1607.4,20.0,13:31,1.0,15.0,1.0,3.0,12.0,1948.66,1587.4,361.2600000000001,-20.0,11.161290322580646,13624802.0,100.0,0.15,1.0,1992-12-23,,331.85,86.86,13:31,13.0,25.0,0.0,1.0,2.0,0.0,16.0,11.0,30.0,-481.6800000000004,-481.6800000000004,0.0,86.86,0.5463917525773195,13624803.0,100.0,BS  ,Y ,1992-12-23,,707.09,1187.97
1362520,4561143213625200.0,2900.0,0.0,0.0,1993-12-05,1995-12-24,1576.58,20.0,13:37,4.0,24.0,1.0,4.0,12.0,1849.93,1556.58,293.98,-20.0,7.977272727272727,13625202.0,100.0,0.15,1.0,1995-02-06,,579.16,333.11,13:37,12.0,22.0,0.0,0.0,10.0,0.0,19.0,6.0,30.0,-246.05000000000007,-246.05000000000007,0.0,533.11,0.3673469387755102,,,,,,,,
1362602,4561143213626020.0,4700.0,0.0,1.0,1993-01-21,,4826.62,1661.44,15:44,2.0,53.0,0.0,0.0,10.0,3221.09,3165.18,55.91,-1661.44,5.53125,13626022.0,200.0,0.15,1.0,1995-02-27,,428.9,626.79,15:44,13.0,26.0,0.0,1.0,6.0,2.0,14.0,4.0,33.0,197.88999999999996,196.95999999999987,0.93,380.22,0.6428571428571429,13626023.0,500.0,MM  ,Y ,1995-01-29,,1269.7,2735.3
1363458,4561143213634580.0,1100.0,0.0,1.0,1994-01-27,,23.73,596.63,15:25,3.0,23.0,0.0,2.0,12.0,-510.5200000000001,-572.9,62.56,-596.63,8.564102564102564,13634582.0,100.0,0.15,1.0,1992-06-14,,285.41,2.5,15:25,10.0,24.0,0.0,2.0,0.0,0.0,24.0,7.0,32.0,-283.36000000000007,-283.36000000000007,0.0,2.5,0.9081632653061223,13634583.0,100.0,BS  ,Y ,1992-01-06,,215.86,160.66
1363071,4561143213630710.0,1000.0,0.0,1.0,1995-04-25,,0.0,298.42,16:43,7.0,25.0,0.0,5.0,7.0,-261.68000000000006,-298.42,36.74,-298.42,5.372093023255814,13630712.0,3000.0,0.0,1.0,1994-01-24,,2606.9,175.42,16:43,14.0,0.0,0.0,8.0,0.0,7.0,15.0,11.0,44.0,-2431.48,-2441.57,10.09,175.42,2.642857142857143,13630713.0,100.0,BS  ,N ,1994-08-15,1995-07-10,2167.05,1083.77
1363254,4561143213632540.0,1000.0,0.0,1.0,1993-03-25,,1039.87,31.04,15:32,0.0,37.0,0.0,4.0,12.0,1023.47,1008.8299999999998,14.64,-31.04,6.423076923076923,13632542.0,200.0,0.15,0.0,1991-07-25,1995-03-14,318.71,737.37,15:32,13.0,27.0,2.0,2.0,0.0,0.0,14.0,7.0,28.0,418.6599999999999,418.6599999999999,0.0,737.37,0.782608695652174,13632543.0,100.0,BS  ,N ,1993-12-04,1995-08-28,2001.91,2019.49
1362928,4561143213629280.0,1000.0,0.0,1.0,1994-08-02,,949.02,596.11,13:28,7.0,59.0,0.0,2.0,12.0,366.28,352.90999999999985,13.37,-596.11,4.468354430379747,13629282.0,100.0,0.15,1.0,1995-01-15,,136.14,3.8,13:28,17.0,21.0,0.0,0.0,10.0,0.0,15.0,8.0,28.0,-132.34000000000017,-132.34000000000017,0.0,3.8,0.5,,,,,,,,
1362703,4561143213627030.0,1300.0,0.0,1.0,1991-08-11,,1237.86,947.81,15:17,4.0,38.0,0.0,3.0,12.0,391.48000000000025,290.04999999999995,101.43,-947.81,6.464285714285714,13627032.0,3000.0,0.0,1.0,1994-09-18,,3649.18,107.33,15:17,19.0,0.0,0.0,3.0,0.0,2.0,10.0,13.0,52.0,-3541.8500000000004,-3543.24,1.39,107.33,0.8979591836734694,13627033.0,500.0,MM  ,Y ,1992-04-10,,7144.42,7144.39
1363193,4561143213631930.0,1500.0,0.0,1.0,1993-12-10,,1537.46,1442.0,18:40,3.0,22.0,0.0,2.0,12.0,167.06000000000006,95.4600000000002,71.6,-1442.0,9.31578947368421,13631932.0,3000.0,0.0,1.0,1993-02-01,,4219.43,4048.98,18:40,10.0,0.0,0.0,0.0,1.0,12.0,9.0,4.0,20.0,-169.45999999999998,-230.1,60.64,4048.98,6.563636363636364,13631933.0,100.0,BS  ,Y ,1992-10-19,,282.76,598.57
1362825,4561143213628250.0,1000.0,0.0,1.0,1992-08-29,,968.22,1000.0,16:16,2.0,15.0,0.0,4.0,12.0,121.41,-31.779999999999987,153.19,-1000.0,10.625,13628252.0,3000.0,0.0,0.0,1992-11-10,1995-07-25,2767.55,306.26,16:16,20.0,0.0,0.0,3.0,0.0,3.0,26.0,10.0,37.0,-2460.66,-2466.79,6.13,50.25,1.163265306122449,13628253.0,100.0,BS  ,Y ,1994-05-18,,175.22,50.77
1362642,4561143213626420.0,1000.0,0.0,1.0,1993-05-11,,771.16,1000.0,14:56,6.0,48.0,0.0,5.0,12.0,-153.96000000000015,-228.84,75.6,-1000.0,5.0,13626422.0,100.0,0.15,1.0,1994-08-17,,131.46,112.61,14:56,18.0,24.0,0.0,1.0,0.0,0.0,20.0,7.0,29.0,-18.850000000000023,-18.850000000000023,0.0,112.61,0.8163265306122449,13626423.0,100.0,BS  ,Y ,1994-09-25,,180.22,91.21
1363294,4561143213632940.0,4400.0,0.0,1.0,1995-12-26,,0.0,3157.9,,1.0,17.0,0.0,1.0,0.0,-3157.9,-3157.9,0.0,-3068.05,0.2777777777777778,,,,,,,,,,,,,,,,,,,,,,,,13632943.0,500.0,MM  ,Y ,1994-06-06,,741.25,763.8
1362499,4561143213624990.0,1900.0,0.0,1.0,1990-03-15,,1046.3,1900.0,,0.0,19.0,0.0,7.0,12.0,-583.9100000000001,-853.7,269.79,-1900.0,9.432432432432432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363008,4561143213630080.0,5300.0,0.0,0.0,1988-08-25,1995-09-30,1900.34,10.0,16:04,0.0,20.0,1.0,1.0,9.0,1958.62,1890.34,69.09,-10.0,8.933333333333334,13630082.0,3000.0,0.0,1.0,1989-07-25,,4914.54,23.16,16:04,9.0,0.0,0.0,5.0,1.0,12.0,15.0,8.0,32.0,-4891.38,-4942.59,51.21,23.13,4.407407407407407,13630083.0,500.0,MM  ,Y ,1992-12-29,,9066.08,9341.84
1362621,4561143213626210.0,1000.0,0.0,1.0,1995-11-21,,0.0,1000.0,17:40,0.0,7.0,0.0,2.0,1.0,-1000.0,-1000.0,0.0,-1000.0,1.6666666666666667,13626212.0,3000.0,0.0,1.0,1995-04-21,,2664.89,121.73,17:40,11.0,0.0,0.0,12.0,0.0,12.0,9.0,9.0,28.0,-2543.16,-2563.65,20.49,428.46,4.175,13626213.0,500.0,MM  ,Y ,1994-03-01,,727.98,1498.4
1363130,4561143213631300.0,1000.0,0.0,1.0,1994-04-28,,1031.2,80.56,16:12,4.0,55.0,0.0,6.0,12.0,965.16,950.64,14.52,-80.56,4.7368421052631575,13631302.0,200.0,0.15,1.0,1993-11-07,,243.61,130.75,16:12,15.0,21.0,0.0,2.0,1.0,2.0,20.0,10.0,28.0,-112.86,-113.2,0.3399999999999999,130.75,0.6020408163265306,13631303.0,100.0,BS  ,Y ,1994-06-22,,122.54,68.7
1363355,4561143213633550.0,3000.0,0.0,1.0,1994-12-11,,2643.94,291.58,,4.0,26.0,0.0,2.0,12.0,2471.9500000000003,2352.36,119.86,-291.58,8.0,,,,,,,,,,,,,,,,,,,,,,,,13633553.0,100.0,BS  ,Y ,1995-03-07,,2062.29,2229.96
1362722,4561143213627220.0,2200.0,0.0,1.0,1995-01-19,,0.0,1469.22,16:06,2.0,22.0,0.0,1.0,10.0,-1411.4900000000002,-1469.22,57.73,-1469.22,9.382352941176473,13627222.0,3000.0,0.0,1.0,1995-07-21,,6217.18,696.51,16:06,13.0,0.0,0.0,1.0,2.0,10.0,17.0,15.0,41.0,-5520.67,-5588.92,68.25,696.51,2.86734693877551,13627223.0,100.0,BS  ,Y ,1995-10-30,,257.31,261.18
1362947,4561143213629470.0,1000.0,0.0,1.0,1995-10-27,,0.0,1000.0,,0.0,9.0,0.0,1.0,2.0,-992.31,-1000.0,7.69,-1000.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362579,4561143213625790.0,3000.0,8.0,0.0,1992-01-19,1995-06-25,2529.61,1050.0,15:00,53.0,0.0,1.0,25.0,6.0,1731.38,1639.61,91.77,-2375.89,2.071428571428572,13625792.0,100.0,0.15,1.0,1992-01-03,,100.84,431.33,15:00,18.0,18.0,0.0,1.0,0.0,0.0,19.0,11.0,32.0,330.76,330.76,0.0,431.33,0.5204081632653061,,,,,,,,
1362743,4561143213627430.0,3000.0,0.0,1.0,1995-10-09,,0.0,3000.0,15:16,6.0,46.0,0.0,4.0,2.0,-2985.44,-3000.0,14.56,-2981.48,1.4210526315789471,13627432.0,3000.0,0.0,1.0,1995-04-11,,2516.33,1736.57,15:16,18.0,0.0,0.0,5.0,0.0,4.0,30.0,10.0,32.0,-779.76,-789.6100000000001,9.85,1736.57,1.469387755102041,13627433.0,100.0,BS  ,Y ,1995-02-13,,2205.14,2885.15
1362844,4561143213628440.0,3000.0,0.0,1.0,1993-04-08,,420.49,584.13,15:00,2.0,40.0,0.0,6.0,12.0,-94.75000000000011,-163.63999999999993,68.89,-584.13,6.067796610169491,13628442.0,100.0,0.15,1.0,1994-10-07,,1080.3,162.1,15:00,17.0,21.0,0.0,1.0,1.0,0.0,14.0,8.0,37.0,-918.2,-918.2,0.0,162.1,1.9489795918367347,13628443.0,100.0,BS  ,Y ,1994-08-17,,142.75,1493.41
1363212,4561143213632120.0,3000.0,0.0,1.0,1990-04-06,,1885.71,3000.0,13:25,0.0,26.0,0.0,3.0,12.0,-789.0400000000001,-1114.29,325.34000000000003,-3000.0,8.775,13632122.0,200.0,0.15,1.0,1993-03-13,,201.12,16.9,13:25,16.0,22.0,0.0,2.0,8.0,2.0,11.0,9.0,29.0,-185.03000000000011,-185.0800000000001,0.05,16.9,0.8367346938775511,,,,,,,,
1363313,4561143213633130.0,1000.0,0.0,1.0,1993-12-02,,875.86,11.12,14:58,1.0,10.0,0.0,2.0,12.0,896.1800000000001,864.74,32.61,-11.12,14.125,13633132.0,100.0,0.15,1.0,1994-12-06,,170.09,10.42,14:58,12.0,23.0,0.0,4.0,0.0,0.0,18.0,9.0,33.0,-159.66999999999996,-159.66999999999996,0.0,10.42,3.336734693877551,,,,,,,,
1362804,4561143213628040.0,10200.0,0.0,1.0,1987-11-09,,8951.9,682.34,14:25,3.0,32.0,0.0,3.0,12.0,8373.25,8269.56,103.69,-682.34,7.204081632653061,13628042.0,3000.0,0.0,1.0,1987-11-09,,8953.35,1315.0,14:25,11.0,0.0,0.0,2.0,0.0,3.0,26.0,9.0,48.0,-7638.35,-7643.99,5.64,1315.0,1.0816326530612246,13628043.0,100.0,BS  ,Y ,1987-11-09,,445.15,450.37
1362701,4561143213627010.0,5800.0,0.0,1.0,1995-11-08,,0.0,0.0,14:53,,,,,,,,,,,13627012.0,100.0,0.15,1.0,1994-01-22,,217.14,223.09,14:53,6.0,10.0,0.0,2.0,0.0,0.0,6.0,3.0,12.0,5.9500000000000455,5.9500000000000455,0.0,223.09,9.394736842105264,13627013.0,100.0,BS  ,Y ,1995-06-03,,204.92,1805.16
1362661,4561143213626610.0,1000.0,0.0,1.0,1991-02-01,,926.05,1000.0,,2.0,39.0,0.0,4.0,12.0,3.339999999999918,-73.94999999999993,77.65,-1000.0,6.357142857142857,,,,,,,,,,,,,,,,,,,,,,,,13626613.0,500.0,MM  ,Y ,1995-11-02,,818.48,2226.62
1363170,4561143213631700.0,1000.0,0.0,1.0,1994-02-19,,1047.17,904.09,16:16,6.0,35.0,0.0,2.0,12.0,191.55,143.0800000000001,48.47,-904.09,6.5,13631702.0,3000.0,0.0,1.0,1993-01-13,,2737.15,329.36,16:16,16.0,0.0,0.0,9.0,2.0,6.0,21.0,8.0,37.0,-2407.79,-2416.96,9.17,329.36,2.9081632653061225,,,,,,,,
1362926,4561143213629260.0,1000.0,0.0,1.0,1994-09-01,,946.72,1000.0,16:58,1.0,34.0,0.0,1.0,12.0,10.750000000000064,-53.280000000000136,64.75,-1000.0,7.638297872340425,13629262.0,3000.0,0.0,1.0,1994-07-11,,4216.03,3.39,16:58,14.0,0.0,0.0,7.0,1.0,10.0,16.0,13.0,38.0,-4211.92,-4235.42,23.5,3.39,2.979591836734694,13629263.0,100.0,BS  ,Y ,1990-11-03,,131.22,1230.28
1363435,4561143213634350.0,1000.0,0.0,1.0,1991-02-15,,535.71,643.34,15:11,0.0,33.0,0.0,3.0,12.0,-64.62999999999998,-107.62999999999992,43.81,-643.34,7.617021276595745,13634352.0,3000.0,0.0,1.0,1989-10-29,,2606.3,329.74,15:11,16.0,0.0,0.0,4.0,7.0,3.0,20.0,15.0,34.0,-2276.56,-2280.8,4.24,329.74,1.2959183673469388,,,,,,,,
1363395,4561143213633950.0,3000.0,5.0,0.0,1987-01-26,1995-05-19,3072.77,730.0,15:59,18.0,0.0,1.0,6.0,5.0,2413.77,2342.77,71.09,-730.0,4.724137931034483,13633952.0,3000.0,0.0,1.0,1987-01-26,,2555.08,1520.9,15:59,11.0,0.0,0.0,5.0,21.0,9.0,17.0,5.0,31.0,-1034.0,-1063.86,29.86,1520.9,2.806122448979592,13633953.0,100.0,BS  ,Y ,1987-01-26,,134.14,136.18
1362823,4561143213628230.0,2200.0,0.0,0.0,1989-06-12,1995-04-18,2194.14,98.04,17:13,0.0,8.0,1.0,2.0,4.0,2194.07,2096.1,97.97,-20.0,7.642857142857143,13628232.0,100.0,0.15,1.0,1994-04-22,,418.3,7.35,17:13,3.0,8.0,0.0,6.0,10.0,0.0,2.0,0.0,13.0,-410.9500000000001,-410.9500000000001,0.0,7.35,8.853658536585366,13628233.0,100.0,BS  ,Y ,1992-06-08,,428.17,491.88
1363252,4561143213632520.0,1000.0,0.0,1.0,1994-02-23,,776.26,1000.0,16:02,1.0,18.0,0.0,1.0,12.0,-78.39999999999998,-223.74,145.34,-1000.0,11.225806451612904,13632522.0,200.0,0.15,1.0,1994-12-15,,225.77,32.18,16:02,17.0,21.0,0.0,4.0,0.0,4.0,14.0,11.0,28.0,-193.31999999999996,-194.20000000000005,0.88,32.18,1.9183673469387756,13632523.0,100.0,BS  ,Y ,1995-02-03,,179.27,181.99
